57 103 30
15 75 21 5
15 75 22 4
16 72 21 5
16 73 20 7
16 73 21 5
16 73 22 1
16 73 23 4
16 74 20 7
16 74 21 5
16 74 22 1
16 74 23 1
16 75 20 7
16 75 21 0
16 75 22 0
16 75 23 1
16 76 20 5
16 76 21 7
16 76 22 1
16 76 23 1
16 77 20 7
16 77 21 5
16 77 22 4
16 77 23 4
16 78 20 7
16 78 21 5
16 78 22 4
16 78 23 4
16 79 20 7
16 79 21 5
16 79 22 4
16 79 23 1
16 80 20 7
16 80 21 5
16 80 22 1
16 80 23 4
16 81 20 7
16 81 21 5
16 81 22 1
16 81 23 4
16 82 20 7
16 82 21 5
16 82 22 5
16 82 23 5
16 83 20 7
16 83 21 5
16 83 22 5
16 83 23 5
16 84 20 7
16 84 21 5
16 84 22 5
16 85 21 5
17 71 20 7
17 71 21 5
17 71 22 5
17 71 23 5
17 72 20 7
17 72 21 0
17 72 22 5
17 72 23 5
17 72 24 1
17 73 19 7
17 73 20 0
17 73 21 0
17 73 22 0
17 73 23 0
17 73 24 1
17 74 19 7
17 74 20 0
17 74 21 0
17 74 22 0
17 74 23 0
17 74 24 1
17 75 19 7
17 75 20 0
17 75 21 0
17 75 22 0
17 75 23 0
17 75 24 1
17 76 19 7
17 76 20 0
17 76 21 0
17 76 22 0
17 76 23 0
17 76 24 1
17 77 20 1
17 77 21 0
17 77 22 0
17 77 23 0
17 77 24 1
17 78 19 7
17 78 20 0
17 78 21 0
17 78 22 0
17 78 23 0
17 78 24 1
17 79 19 7
17 79 20 0
17 79 21 0
17 79 22 0
17 79 23 7
17 80 19 7
17 80 20 0
17 80 21 0
17 80 22 0
17 80 23 0
17 80 24 1
17 81 19 7
17 81 20 0
17 81 21 0
17 81 22 0
17 81 23 0
17 81 24 1
17 82 19 7
17 82 20 0
17 82 21 0
17 82 22 0
17 82 23 0
17 82 24 1
17 83 19 7
17 83 20 0
17 83 21 0
17 83 22 0
17 83 23 0
17 83 24 1
17 84 19 7
17 84 20 0
17 84 21 0
17 84 22 0
17 84 23 5
17 84 24 1
17 85 19 7
17 85 20 5
17 85 21 0
17 85 22 5
17 85 23 5
17 86 20 7
17 86 21 5
17 86 22 5
18 69 21 5
18 70 20 7
18 70 21 5
18 70 22 5
18 70 23 1
18 71 19 7
18 71 20 0
18 71 21 0
18 71 22 0
18 71 23 0
18 71 24 1
18 72 19 1
18 72 20 0
18 72 21 0
18 72 22 0
18 72 23 0
18 72 24 0
18 72 25 1
18 73 19 1
18 73 20 0
18 73 21 0
18 73 22 0
18 73 23 0
18 73 24 0
18 73 25 1
18 74 18 7
18 74 19 0
18 74 20 0
18 74 21 0
18 74 22 0
18 74 23 0
18 74 24 0
18 74 25 1
18 75 19 1
18 75 20 0
18 75 21 0
18 75 22 0
18 75 23 0
18 75 24 1
18 76 19 7
18 76 20 0
18 76 21 0
18 76 22 0
18 76 23 0
18 76 24 1
18 77 19 7
18 77 20 0
18 77 21 0
18 77 22 0
18 77 23 0
18 77 24 1
18 78 18 7
18 78 19 0
18 78 20 0
18 78 21 0
18 78 22 0
18 78 23 0
18 78 24 1
18 79 18 7
18 79 19 0
18 79 20 0
18 79 21 0
18 79 22 0
18 79 23 0
18 79 24 1
18 80 18 7
18 80 19 0
18 80 20 0
18 80 21 0
18 80 22 0
18 80 23 0
18 80 24 1
18 81 19 1
18 81 20 0
18 81 21 0
18 81 22 0
18 81 23 0
18 81 24 0
18 81 25 1
18 82 18 7
18 82 19 0
18 82 20 0
18 82 21 0
18 82 22 0
18 82 23 0
18 82 24 0
18 82 25 1
18 83 18 7
18 83 19 0
18 83 20 0
18 83 21 0
18 83 22 0
18 83 23 0
18 83 24 0
18 83 25 1
18 84 18 7
18 84 19 0
18 84 20 0
18 84 21 0
18 84 22 0
18 84 23 0
18 84 24 0
18 84 25 1
18 85 18 7
18 85 19 0
18 85 20 0
18 85 21 0
18 85 22 0
18 85 23 0
18 85 24 1
18 86 19 7
18 86 20 0
18 86 21 0
18 86 22 0
18 86 23 5
18 86 24 1
18 87 19 1
18 87 20 5
18 87 21 5
18 87 22 5
18 87 23 5
18 88 19 7
18 88 20 5
18 88 21 5
19 69 20 1
19 69 21 5
19 69 22 5
19 69 23 5
19 69 24 4
19 70 19 7
19 70 20 0
19 70 21 0
19 70 22 0
19 70 23 0
19 70 24 1
19 70 25 1
19 71 18 7
19 71 19 0
19 71 20 0
19 71 21 0
19 71 22 0
19 71 23 0
19 71 24 0
19 71 25 1
19 72 18 7
19 72 19 0
19 72 20 0
19 72 21 0
19 72 22 0
19 72 23 0
19 72 24 0
19 72 25 1
19 73 18 7
19 73 19 0
19 73 20 0
19 73 21 0
19 73 22 0
19 73 23 0
19 73 24 0
19 73 25 1
19 74 18 7
19 74 19 0
19 74 20 0
19 74 21 0
19 74 22 0
19 74 23 0
19 74 24 0
19 74 25 1
19 75 18 7
19 75 19 0
19 75 20 0
19 75 21 0
19 75 22 0
19 75 23 0
19 75 24 0
19 75 25 1
19 76 18 7
19 76 19 0
19 76 20 0
19 76 21 0
19 76 22 0
19 76 23 0
19 76 24 1
19 77 17 7
19 77 18 7
19 77 19 0
19 77 20 0
19 77 21 0
19 77 22 0
19 77 23 0
19 77 24 1
19 78 17 7
19 78 18 0
19 78 19 0
19 78 20 0
19 78 21 0
19 78 22 0
19 78 23 0
19 78 24 1
19 79 17 7
19 79 18 0
19 79 19 0
19 79 20 0
19 79 21 0
19 79 22 0
19 79 23 0
19 79 24 1
19 80 17 7
19 80 18 0
19 80 19 0
19 80 20 0
19 80 21 0
19 80 22 0
19 80 23 0
19 80 24 1
19 81 17 7
19 81 18 7
19 81 19 0
19 81 20 0
19 81 21 0
19 81 22 0
19 81 23 0
19 81 24 0
19 81 25 1
19 82 18 7
19 82 19 0
19 82 20 0
19 82 21 0
19 82 22 0
19 82 23 0
19 82 24 0
19 82 25 1
19 83 18 1
19 83 19 0
19 83 20 0
19 83 21 0
19 83 22 0
19 83 23 0
19 83 24 0
19 83 25 1
19 84 18 1
19 84 19 0
19 84 20 0
19 84 21 0
19 84 22 0
19 84 23 0
19 84 24 0
19 84 25 1
19 85 18 1
19 85 19 0
19 85 20 0
19 85 21 0
19 85 22 0
19 85 23 0
19 85 24 0
19 85 25 1
19 86 18 7
19 86 19 0
19 86 20 0
19 86 21 0
19 86 22 0
19 86 23 0
19 86 24 0
19 86 25 1
19 87 18 7
19 87 19 0
19 87 20 0
19 87 21 0
19 87 22 0
19 87 23 0
19 87 24 1
19 87 25 1
19 88 18 7
19 88 19 0
19 88 20 0
19 88 21 0
19 88 22 5
19 88 23 5
19 88 24 1
19 89 19 7
19 89 20 5
19 89 21 5
19 89 22 7
20 68 20 5
20 68 21 5
20 68 22 5
20 68 23 7
20 68 24 4
20 69 19 7
20 69 20 0
20 69 21 0
20 69 22 0
20 69 23 0
20 69 24 0
20 69 25 1
20 70 18 7
20 70 19 0
20 70 20 0
20 70 21 0
20 70 22 0
20 70 23 0
20 70 24 0
20 70 25 1
20 71 18 1
20 71 19 0
20 71 20 0
20 71 21 0
20 71 22 0
20 71 23 0
20 71 24 0
20 71 25 1
20 72 17 7
20 72 18 0
20 72 19 0
20 72 20 0
20 72 21 0
20 72 22 0
20 72 23 0
20 72 24 0
20 72 25 1
20 73 17 7
20 73 18 0
20 73 19 0
20 73 20 0
20 73 21 0
20 73 22 0
20 73 23 0
20 73 24 0
20 73 25 1
20 74 18 1
20 74 19 0
20 74 20 0
20 74 21 0
20 74 22 0
20 74 23 0
20 74 24 0
20 74 25 1
20 75 17 7
20 75 18 0
20 75 19 0
20 75 20 0
20 75 21 0
20 75 22 0
20 75 23 0
20 75 24 0
20 75 25 1
20 76 17 1
20 76 18 0
20 76 19 0
20 76 20 0
20 76 21 0
20 76 22 0
20 76 23 0
20 76 24 1
20 77 17 1
20 77 18 0
20 77 19 0
20 77 20 0
20 77 21 0
20 77 22 0
20 77 23 0
20 77 24 1
20 78 16 7
20 78 17 0
20 78 18 0
20 78 19 0
20 78 20 0
20 78 21 0
20 78 22 0
20 78 23 0
20 78 24 0
20 78 25 1
20 79 16 7
20 79 17 0
20 79 18 0
20 79 19 0
20 79 20 0
20 79 21 0
20 79 22 0
20 79 23 0
20 79 24 7
20 80 16 7
20 80 17 0
20 80 18 0
20 80 19 0
20 80 20 0
20 80 21 0
20 80 22 0
20 80 23 0
20 80 24 0
20 80 25 1
20 81 16 7
20 81 17 0
20 81 18 0
20 81 19 0
20 81 20 0
20 81 21 0
20 81 22 0
20 81 23 0
20 81 24 0
20 81 25 1
20 82 16 7
20 82 17 7
20 82 18 0
20 82 19 0
20 82 20 0
20 82 21 0
20 82 22 0
20 82 23 0
20 82 24 0
20 82 25 1
20 83 17 7
20 83 18 0
20 83 19 0
20 83 20 0
20 83 21 0
20 83 22 0
20 83 23 0
20 83 24 0
20 83 25 1
20 84 17 7
20 84 18 0
20 84 19 0
20 84 20 0
20 84 21 0
20 84 22 0
20 84 23 0
20 84 24 0
20 84 25 1
20 85 17 7
