37  61  33
25  53  4  1
27  48  4  1
27  49  4  4
27  50  4  1
27  51  4  1
28  48  4  1
28  49  4  1
28  50  4  1
28  51  4  4
28  52  4  1
24  53  5  1
25  52  5  1
25  53  5  1
26  46  5  1
26  47  5  4
26  48  5  1
26  49  5  1
26  50  5  1
26  51  5  1
26  52  5  1
26  53  5  1
27  46  5  1
27  47  5  4
27  48  5  0
27  49  5  0
27  50  5  0
27  51  5  0
27  52  5  1
27  53  5  1
28  47  5  1
28  48  5  1
28  49  5  1
28  50  5  0
28  51  5  0
28  52  5  0
28  53  5  1
28  54  5  1
29  50  5  4
29  51  5  1
29  52  5  4
29  53  5  1
29  54  5  1
25  51  6  1
25  52  6  1
25  53  6  1
26  45  6  1
26  46  6  4
26  47  6  4
26  48  6  1
26  49  6  1
26  50  6  1
26  51  6  0
26  52  6  0
26  53  6  1
27  46  6  4
27  47  6  0
27  48  6  0
27  49  6  0
27  50  6  0
27  51  6  0
27  52  6  0
27  53  6  0
27  54  6  1
28  47  6  1
28  48  6  4
28  49  6  0
28  50  6  0
28  51  6  0
28  52  6  0
28  53  6  0
28  54  6  1
29  49  6  1
29  50  6  0
29  51  6  0
29  52  6  0
29  53  6  0
29  54  6  1
30  50  6  1
30  51  6  1
30  52  6  1
30  53  6  1
31  50  6  1
31  51  6  1
31  52  6  1
32  51  6  1
32  52  6  1
25  45  7  4
25  46  7  1
25  47  7  4
25  48  7  1
25  49  7  1
25  52  7  1
26  45  7  1
26  46  7  0
26  47  7  0
26  48  7  0
26  49  7  0
26  50  7  1
26  51  7  4
26  52  7  0
26  53  7  1
27  45  7  4
27  46  7  0
27  47  7  0
27  48  7  0
27  49  7  0
27  50  7  0
27  51  7  0
27  52  7  0
27  53  7  0
27  54  7  1
28  46  7  4
28  47  7  1
28  48  7  0
28  49  7  0
28  50  7  0
28  51  7  0
28  52  7  0
28  53  7  0
28  54  7  1
29  48  7  4
29  49  7  0
29  50  7  0
29  51  7  0
29  52  7  0
29  53  7  0
29  54  7  1
30  49  7  1
30  50  7  0
30  51  7  0
30  52  7  0
30  53  7  1
31  50  7  1
31  51  7  0
31  52  7  1
32  51  7  1
24  44  8  4
24  45  8  1
24  46  8  4
25  44  8  1
25  45  8  0
25  46  8  0
25  47  8  4
25  48  8  4
25  49  8  1
25  50  8  1
25  51  8  1
26  44  8  4
26  45  8  0
26  46  8  0
26  47  8  0
26  48  8  0
26  49  8  0
26  50  8  0
26  51  8  0
26  52  8  1
26  53  8  4
26  54  8  1
27  45  8  4
27  46  8  0
27  47  8  0
27  48  8  0
27  49  8  0
27  50  8  0
27  51  8  0
27  52  8  0
27  53  8  0
27  54  8  1
28  45  8  1
28  46  8  4
28  47  8  0
28  48  8  0
28  49  8  0
28  50  8  0
28  51  8  0
28  52  8  0
28  53  8  0
28  54  8  1
29  47  8  4
29  48  8  4
29  49  8  1
29  50  8  0
29  51  8  0
29  52  8  0
29  53  8  0
29  54  8  1
30  50  8  1
30  51  8  0
30  52  8  1
30  53  8  1
30  54  8  1
31  51  8  1
24  43  9  1
24  44  9  1
24  45  9  4
24  46  9  1
24  47  9  4
24  48  9  1
25  43  9  1
25  44  9  0
25  45  9  0
25  46  9  0
25  47  9  0
25  48  9  0
25  49  9  1
25  50  9  1
25  51  9  1
26  44  9  4
26  45  9  0
26  46  9  0
26  47  9  0
26  48  9  0
26  49  9  0
26  50  9  0
26  51  9  0
26  52  9  1
26  53  9  1
26  54  9  1
27  44  9  4
27  45  9  0
27  46  9  0
27  47  9  0
27  48  9  0
27  49  9  0
27  50  9  0
27  51  9  0
27  52  9  0
27  53  9  0
27  54  9  1
28  45  9  4
28  46  9  4
28  47  9  0
28  48  9  0
28  49  9  0
28  50  9  0
28  51  9  0
28  52  9  0
28  53  9  0
28  54  9  0
28  55  9  1
29  47  9  4
29  48  9  4
29  49  9  1
29  50  9  0
29  51  9  0
29  52  9  0
29  53  9  0
29  54  9  1
30  50  9  1
30  51  9  1
30  52  9  1
30  53  9  1
30  54  9  1
16  36  10  4
16  37  10  4
16  38  10  4
17  36  10  1
17  37  10  1
17  38  10  4
18  37  10  1
18  38  10  1
22  43  10  1
22  44  10  4
22  45  10  1
23  43  10  1
23  44  10  1
23  45  10  1
23  46  10  1
23  47  10  1
24  43  10  4
24  44  10  0
24  45  10  0
24  46  10  0
24  47  10  0
24  48  10  4
24  49  10  1
25  43  10  1
25  44  10  0
25  45  10  0
25  46  10  0
25  47  10  0
25  48  10  0
25  49  10  0
25  50  10  1
25  51  10  1
25  52  10  1
26  43  10  4
26  44  10  0
26  45  10  0
26  46  10  0
26  47  10  0
26  48  10  0
26  49  10  0
26  50  10  0
26  51  10  0
26  52  10  0
26  53  10  4
26  54  10  4
27  44  10  4
27  45  10  0
27  46  10  0
27  47  10  0
27  48  10  0
27  49  10  0
27  50  10  0
27  51  10  0
27  52  10  0
27  53  10  0
27  54  10  0
27  55  10  1
28  44  10  1
28  45  10  4
28  46  10  4
28  47  10  1
28  48  10  0
28  49  10  0
28  50  10  0
28  51  10  0
28  52  10  0
28  53  10  0
28  54  10  0
28  55  10  1
29  48  10  1
29  49  10  4
29  50  10  0
29  51  10  0
29  52  10  0
29  53  10  0
29  54  10  1
29  55  10  1
30  50  10  1
30  51  10  1
30  52  10  1
30  53  10  1
14  36  11  1
14  37  11  1
14  38  11  1
15  35  11  4
15  36  11  1
15  37  11  1
15  38  11  1
15  39  11  1
16  35  11  1
16  36  11  0
16  37  11  0
16  38  11  0
16  39  11  1
16  40  11  1
17  35  11  4
17  36  11  0
17  37  11  0
17  38  11  0
17  39  11  1
17  40  11  4
18  35  11  4
18  36  11  4
18  37  11  0
18  38  11  0
18  39  11  1
18  40  11  1
18  41  11  4
19  35  11  1
19  36  11  1
19  37  11  1
19  38  11  1
19  39  11  1
19  40  11  1
19  41  11  1
20  36  11  4
20  37  11  1
20  38  11  4
20  39  11  1
20  40  11  1
20  41  11  1
20  42  11  4
20  43  11  1
21  38  11  4
21  39  11  1
21  40  11  4
21  41  11  1
21  42  11  1
21  43  11  1
21  44  11  1
21  45  11  1
22  40  11  4
22  41  11  4
22  42  11  1
22  43  11  0
22  44  11  0
22  45  11  0
22  46  11  1
22  47  11  1
23  41  11  4
23  42  11  4
23  43  11  0
23  44  11  0
23  45  11  0
23  46  11  0
23  47  11  0
23  48  11  4
24  41  11  1
24  42  11  4
24  43  11  0
24  44  11  0
24  45  11  0
24  46  11  0
24  47  11  0
24  48  11  0
24  49  11  1
25  42  11  4
25  43  11  0
25  44  11  0
25  45  11  0
25  46  11  0
25  47  11  0
25  48  11  0
25  49  11  4
25  52  11  1
26  42  11  1
26  43  11  0
26  44  11  0
26  45  11  0
26  46  11  0
26  47  11  0
26  48  11  0
26  49  11  0
26  50  11  1
26  51  11  1
26  52  11  1
26  53  11  1
26  54  11  1
26  55  11  1
27  43  11  4
27  44  11  0
27  45  11  0
27  46  11  0
27  47  11  0
27  48  11  0
27  49  11  0
27  50  11  1
27  51  11  1
27  52  11  0
27  53  11  0
27  54  11  0
27  55  11  4
28  44  11  1
28  45  11  1
28  46  11  1
28  47  11  4
28  48  11  1
28  49  11  0
28  50  11  1
28  51  11  1
28  52  11  0
28  53  11  0
28  54  11  0
28  55  11  4
29  49  11  1
29  50  11  1
29  51  11  1
29  52  11  1
29  53  11  4
29  54  11  1
29  55  11  4
13  36  12  4
13  37  12  4
13  38  12  4
14  34  12  1
14  35  12  4
14  36  12  0
14  37  12  0
14  38  12  0
14  39  12  1
15  34  12  1
15  35  12  0
15  36  12  0
15  37  12  0
15  38  12  0
15  39  12  0
15  40  12  4
16  34  12  1
16  35  12  0
16  36  12  0
16  37  12  0
16  38  12  0
16  39  12  0
16  40  12  0
16  41  12  4
17  34  12  1
17  35  12  0
17  36  12  0
17  37  12  0
17  38  12  0
17  39  12  0
17  40  12  0
17  41  12  4
18  34  12  1
18  35  12  0
18  36  12  0
18  37  12  0
18  38  12  0
18  39  12  0
18  40  12  0
18  41  12  0
18  42  12  1
19  34  12  1
19  35  12  0
19  36  12  0
19  37  12  0
19  38  12  0
19  39  12  0
19  40  12  0
19  41  12  0
19  42  12  4
19  43  12  4
19  44  12  4
20  34  12  4
20  35  12  1
20  36  12  0
20  37  12  0
20  38  12  0
20  39  12  0
20  40  12  0
20  41  12  0
20  42  12  0
20  43  12  0
20  44  12  1
20  45  12  1
21  35  12  1
21  36  12  4
21  37  12  1
21  38  12  0
21  39  12  0
21  40  12  0
21  41  12  0
21  42  12  0
21  43  12  0
21  44  12  0
21  45  12  0
21  46  12  4
21  47  12  1
22  38  12  4
22  39  12  4
22  40  12  0
22  41  12  0
22  42  12  0
22  43  12  0
22  44  12  0
22  45  12  0
22  46  12  0
22  47  12  0
22  48  12  4
23  39  12  4
23  40  12  1
23  41  12  0
23  42  12  0
23  43  12  0
23  44  12  0
23  45  12  0
23  46  12  0
23  47  12  0
