79  73  30
59  47  4  1
46  54  5  1
47  53  5  1
47  54  5  1
48  52  5  1
48  53  5  4
48  54  5  1
49  51  5  1
49  52  5  1
49  53  5  1
50  51  5  1
50  52  5  1
50  53  5  1
51  50  5  1
51  51  5  1
51  52  5  1
51  53  5  1
52  50  5  1
52  51  5  1
52  52  5  1
52  53  5  1
53  49  5  1
53  50  5  1
53  51  5  1
53  52  5  1
54  48  5  1
54  49  5  1
54  50  5  1
54  51  5  1
54  52  5  1
55  47  5  1
55  48  5  1
55  49  5  1
55  50  5  1
55  51  5  1
56  47  5  1
56  48  5  1
56  49  5  1
56  50  5  1
56  51  5  1
57  46  5  1
57  47  5  1
57  48  5  1
57  49  5  1
57  50  5  1
58  46  5  1
58  47  5  1
58  48  5  1
58  49  5  1
58  50  5  1
59  45  5  1
59  46  5  1
59  47  5  0
59  48  5  1
59  49  5  1
60  45  5  1
60  46  5  1
60  47  5  1
60  48  5  1
60  49  5  1
61  44  5  1
61  45  5  1
61  46  5  1
61  47  5  1
61  48  5  1
62  44  5  1
62  45  5  1
62  46  5  1
62  47  5  1
63  45  5  1
43  54  6  4
43  55  6  4
43  56  6  1
44  53  6  4
44  54  6  4
44  55  6  1
44  56  6  8
45  52  6  4
45  53  6  4
45  54  6  4
45  55  6  4
45  56  6  4
46  51  6  1
46  52  6  1
46  53  6  4
46  54  6  0
46  55  6  4
46  56  6  4
47  50  6  1
47  51  6  1
47  52  6  1
47  53  6  0
47  54  6  0
47  55  6  4
47  56  6  4
48  49  6  1
48  50  6  1
48  51  6  1
48  52  6  0
48  53  6  0
48  54  6  0
48  55  6  1
48  56  6  4
49  49  6  1
49  50  6  1
49  51  6  0
49  52  6  0
49  53  6  0
49  54  6  1
49  55  6  4
49  56  6  1
50  48  6  1
50  49  6  1
50  50  6  1
50  51  6  0
50  52  6  0
50  53  6  0
50  54  6  1
50  55  6  1
50  56  6  1
51  48  6  1
51  49  6  1
51  50  6  0
51  51  6  0
51  52  6  0
51  53  6  0
51  54  6  1
51  55  6  1
52  47  6  1
52  48  6  1
52  49  6  1
52  50  6  0
52  51  6  0
52  52  6  0
52  53  6  0
52  54  6  4
52  55  6  1
53  47  6  1
53  48  6  1
53  49  6  0
53  50  6  0
53  51  6  0
53  52  6  0
53  53  6  1
53  54  6  1
54  46  6  1
54  47  6  1
54  48  6  0
54  49  6  0
54  50  6  0
54  51  6  0
54  52  6  0
54  53  6  4
54  54  6  1
55  46  6  1
55  47  6  0
55  48  6  0
55  49  6  0
55  50  6  0
55  51  6  0
55  52  6  1
55  53  6  1
55  54  6  1
56  45  6  1
56  46  6  1
56  47  6  0
56  48  6  0
56  49  6  0
56  50  6  0
56  51  6  0
56  52  6  4
56  53  6  1
57  45  6  1
57  46  6  0
57  47  6  0
57  48  6  0
57  49  6  0
57  50  6  0
57  51  6  1
57  52  6  1
57  53  6  1
58  44  6  1
58  45  6  1
58  46  6  0
58  47  6  0
58  48  6  0
58  49  6  0
58  50  6  0
58  51  6  1
58  52  6  1
59  43  6  1
59  44  6  1
59  45  6  0
59  46  6  0
59  47  6  0
59  48  6  0
59  49  6  0
59  50  6  1
59  51  6  1
60  43  6  1
60  44  6  1
60  45  6  0
60  46  6  0
60  47  6  0
60  48  6  0
60  49  6  0
60  50  6  1
60  51  6  1
61  43  6  1
61  44  6  0
61  45  6  0
61  46  6  0
61  47  6  0
61  48  6  0
61  49  6  1
61  50  6  1
62  43  6  1
62  44  6  0
62  45  6  0
62  46  6  0
62  47  6  0
62  48  6  1
62  49  6  1
62  50  6  1
63  43  6  1
63  44  6  1
63  45  6  0
63  46  6  1
63  47  6  1
63  48  6  1
63  49  6  1
64  43  6  1
64  44  6  1
64  45  6  1
64  46  6  1
64  47  6  1
64  48  6  1
65  43  6  1
65  44  6  1
65  45  6  1
65  46  6  1
39  58  7  1
40  55  7  1
40  56  7  1
40  57  7  1
40  58  7  1
41  54  7  1
41  55  7  1
41  56  7  4
41  57  7  4
41  58  7  1
42  52  7  4
42  53  7  1
42  54  7  1
42  55  7  1
42  56  7  4
42  57  7  4
42  58  7  1
43  51  7  4
43  52  7  1
43  53  7  4
43  54  7  0
43  55  7  0
43  56  7  0
43  57  7  4
43  58  7  1
44  50  7  4
44  51  7  4
44  52  7  4
44  53  7  0
44  54  7  0
44  55  7  0
44  56  7  0
44  57  7  4
44  58  7  1
45  49  7  1
45  50  7  1
45  51  7  4
45  52  7  0
45  53  7  0
45  54  7  0
45  55  7  0
45  56  7  0
45  57  7  4
45  58  7  1
46  49  7  1
46  50  7  1
46  51  7  0
46  52  7  0
46  53  7  0
46  54  7  0
46  55  7  0
46  56  7  0
46  57  7  4
46  58  7  8
47  48  7  1
47  49  7  1
47  50  7  0
47  51  7  0
47  52  7  0
47  53  7  0
47  54  7  0
47  55  7  0
47  56  7  0
47  57  7  4
47  58  7  4
48  48  7  1
48  49  7  0
48  50  7  0
48  51  7  0
48  52  7  0
48  53  7  0
48  54  7  0
48  55  7  0
48  56  7  0
48  57  7  1
48  58  7  4
49  47  7  1
49  48  7  1
49  49  7  0
49  50  7  0
49  51  7  0
49  52  7  0
49  53  7  0
49  54  7  0
49  55  7  0
49  56  7  0
49  57  7  4
49  58  7  4
50  47  7  1
50  48  7  0
50  49  7  0
50  50  7  0
50  51  7  0
50  52  7  0
50  53  7  0
50  54  7  0
50  55  7  0
50  56  7  0
50  57  7  1
51  46  7  1
51  47  7  1
51  48  7  0
51  49  7  0
51  50  7  0
51  51  7  0
51  52  7  0
51  53  7  0
51  54  7  0
51  55  7  0
51  56  7  1
51  57  7  1
52  46  7  1
52  47  7  0
52  48  7  0
52  49  7  0
52  50  7  0
52  51  7  0
52  52  7  0
52  53  7  0
52  54  7  0
