155 172 50
77 121 38 5
77 121 39 5
77 122 36 7
77 122 37 5
77 122 38 5
77 122 39 5
77 123 36 7
77 123 37 5
77 123 38 5
77 123 39 5
77 123 40 5
77 124 36 7
77 124 37 5
77 124 38 5
77 124 39 5
77 124 40 1
77 125 35 7
77 125 36 5
77 125 37 5
77 125 38 5
77 125 39 1
77 125 40 1
77 126 35 7
77 126 36 5
77 126 37 5
77 126 38 5
77 126 39 1
77 126 40 1
77 127 35 7
77 127 36 5
77 127 37 5
77 127 38 5
77 127 39 1
77 127 40 1
77 128 35 7
77 128 36 5
77 128 37 7
77 128 38 5
77 128 39 1
77 128 40 5
77 129 35 7
77 129 36 5
77 129 37 7
77 129 38 5
77 129 39 1
77 129 40 5
77 130 35 7
77 130 36 7
77 130 37 7
77 130 38 7
77 130 39 1
77 130 40 5
77 131 36 7
77 131 37 5
77 131 38 5
77 131 39 5
77 132 36 7
77 132 37 7
77 132 38 5
77 132 39 4
78 119 36 1
78 119 37 5
78 119 38 5
78 119 39 5
78 119 40 5
78 120 35 7
78 120 36 5
78 120 37 5
78 120 38 5
78 120 39 5
78 120 40 5
78 120 41 1
78 121 35 7
78 121 36 7
78 121 37 7
78 121 38 0
78 121 39 0
78 121 40 5
78 121 41 1
78 122 35 7
78 122 36 0
78 122 37 0
78 122 38 0
78 122 39 0
78 122 40 5
78 122 41 1
78 123 34 7
78 123 35 7
78 123 36 0
78 123 37 0
78 123 38 0
78 123 39 0
78 123 40 0
78 123 41 1
78 124 34 7
78 124 35 7
78 124 36 0
78 124 37 0
78 124 38 0
78 124 39 0
78 124 40 0
78 124 41 1
78 125 34 7
78 125 35 0
78 125 36 0
78 125 37 0
78 125 38 0
78 125 39 0
78 125 40 0
78 125 41 1
78 125 42 5
78 126 34 7
78 126 35 0
78 126 36 0
78 126 37 0
78 126 38 0
78 126 39 0
78 126 40 0
78 126 41 1
78 126 42 1
78 127 33 7
78 127 34 7
78 127 35 0
78 127 36 0
78 127 37 0
78 127 38 0
78 127 39 0
78 127 40 0
78 127 41 1
78 128 33 7
78 128 34 7
78 128 35 0
78 128 36 0
78 128 37 0
78 128 38 0
78 128 39 0
78 128 40 0
78 128 41 1
78 129 33 7
78 129 34 7
78 129 35 0
78 129 36 0
78 129 37 0
78 129 38 0
78 129 39 0
78 129 40 0
78 129 41 1
78 130 34 7
78 130 35 0
78 130 36 0
78 130 37 0
78 130 38 0
78 130 39 0
78 130 40 0
78 130 41 1
78 131 34 7
78 131 35 7
78 131 36 0
78 131 37 0
78 131 38 0
78 131 39 0
78 131 40 1
78 132 35 7
78 132 36 0
78 132 37 0
78 132 38 0
78 132 39 0
78 132 40 1
78 133 36 7
78 133 37 5
78 133 38 5
78 133 39 5
79 117 36 5
79 117 37 5
79 117 38 5
79 117 39 5
79 118 35 7
79 118 36 7
79 118 37 5
79 118 38 5
79 118 39 5
79 118 40 5
79 118 41 5
79 119 35 7
79 119 36 0
79 119 37 0
79 119 38 0
79 119 39 0
79 119 40 0
79 119 41 5
79 119 42 1
79 120 34 7
79 120 35 0
79 120 36 0
79 120 37 0
79 120 38 0
79 120 39 0
79 120 40 0
79 120 41 0
79 120 42 1
79 121 34 7
79 121 35 0
79 121 36 0
79 121 37 0
79 121 38 0
79 121 39 0
79 121 40 0
79 121 41 0
79 121 42 1
79 121 43 1
79 122 33 7
79 122 34 7
79 122 35 0
79 122 36 0
79 122 37 0
79 122 38 0
79 122 39 0
79 122 40 0
79 122 41 0
79 122 42 5
79 122 43 1
79 123 33 7
79 123 34 0
79 123 35 0
79 123 36 0
79 123 37 0
79 123 38 0
79 123 39 0
79 123 40 0
79 123 41 0
79 123 42 5
79 123 43 5
79 124 33 7
79 124 34 0
79 124 35 0
79 124 36 0
79 124 37 0
79 124 38 0
79 124 39 0
79 124 40 0
79 124 41 0
79 124 42 5
79 124 43 1
79 125 33 7
79 125 34 0
79 125 35 0
79 125 36 0
79 125 37 0
79 125 38 0
79 125 39 0
79 125 40 0
79 125 41 0
79 125 42 0
79 125 43 1
79 126 32 7
79 126 33 7
79 126 34 0
79 126 35 0
79 126 36 0
79 126 37 0
79 126 38 0
79 126 39 0
79 126 40 0
79 126 41 0
79 126 42 0
79 126 43 1
79 127 32 7
79 127 33 0
79 127 34 0
79 127 35 0
79 127 36 0
79 127 37 0
79 127 38 0
79 127 39 0
79 127 40 0
79 127 41 0
79 127 42 1
79 128 32 7
79 128 33 0
79 128 34 0
79 128 35 0
79 128 36 0
79 128 37 0
79 128 38 0
79 128 39 0
79 128 40 0
79 128 41 0
79 128 42 1
79 129 33 1
79 129 34 0
79 129 35 0
79 129 36 0
79 129 37 0
79 129 38 0
79 129 39 0
79 129 40 0
79 129 41 0
79 129 42 1
79 130 33 7
79 130 34 0
79 130 35 0
79 130 36 0
79 130 37 0
79 130 38 0
79 130 39 0
79 130 40 0
79 130 41 1
79 131 34 1
79 131 35 0
79 131 36 0
79 131 37 0
79 131 38 0
79 131 39 0
79 131 40 0
79 131 41 1
79 132 34 7
79 132 35 0
79 132 36 0
79 132 37 0
79 132 38 0
79 132 39 0
79 132 40 1
79 133 35 7
79 133 36 0
79 133 37 0
79 133 38 0
79 133 39 0
79 133 40 1
79 134 36 7
79 134 37 7
79 134 38 5
79 134 39 4
79 134 40 1
79 135 38 5
79 135 39 4
79 136 38 5
80 115 36 5
80 115 37 5
80 115 38 5
80 115 39 5
80 116 35 7
80 116 36 5
80 116 37 5
80 116 38 5
80 116 39 5
80 116 40 5
80 116 41 5
80 117 35 7
80 117 36 0
80 117 37 0
80 117 38 0
80 117 39 0
80 117 40 5
80 117 41 5
